list_cat	KOG_id	kog_des
J	KOG2915	Translation, ribosomal structure and biogenesis 
J	KOG1728	Translation, ribosomal structure and biogenesis 
J	KOG2153	Translation, ribosomal structure and biogenesis 
J	KOG2311	Translation, ribosomal structure and biogenesis 
J	KOG0062	Translation, ribosomal structure and biogenesis 
J	KOG4122	Translation, ribosomal structure and biogenesis 
J	KOG4241	Translation, ribosomal structure and biogenesis 
J	KOG2971	Translation, ribosomal structure and biogenesis 
J	KOG3184	Translation, ribosomal structure and biogenesis 
J	KOG1416	Translation, ribosomal structure and biogenesis 
J	KOG4548	Translation, ribosomal structure and biogenesis 
J	KOG1624	Translation, ribosomal structure and biogenesis 
J	KOG3082	Translation, ribosomal structure and biogenesis 
J	KOG3420	Translation, ribosomal structure and biogenesis 
J	KOG1637	Translation, ribosomal structure and biogenesis 
J	KOG3499	Translation, ribosomal structure and biogenesis 
J	KOG3422	Translation, ribosomal structure and biogenesis 
J	KOG3141	Translation, ribosomal structure and biogenesis 
J	KOG3429	Translation, ribosomal structure and biogenesis 
J	KOG3436	Translation, ribosomal structure and biogenesis 
J	KOG2509	Translation, ribosomal structure and biogenesis 
J	KOG3301	Translation, ribosomal structure and biogenesis 
J	KOG0459	Translation, ribosomal structure and biogenesis 
J	KOG2573	Translation, ribosomal structure and biogenesis 
J	KOG2869	Translation, ribosomal structure and biogenesis 
J	KOG3387	Translation, ribosomal structure and biogenesis 
J	KOG3475	Translation, ribosomal structure and biogenesis 
J	KOG3333	Translation, ribosomal structure and biogenesis 
J	KOG4021	Translation, ribosomal structure and biogenesis 
J	KOG3504	Translation, ribosomal structure and biogenesis 
J	KOG1669	Translation, ribosomal structure and biogenesis 
J	KOG2726	Translation, ribosomal structure and biogenesis 
J	KOG1686	Translation, ribosomal structure and biogenesis 
J	KOG3843	Translation, ribosomal structure and biogenesis 
J	KOG3445	Translation, ribosomal structure and biogenesis 
J	KOG2963	Translation, ribosomal structure and biogenesis 
J	KOG1697	Translation, ribosomal structure and biogenesis 
J	KOG3070	Translation, ribosomal structure and biogenesis 
J	KOG0643	Translation, ribosomal structure and biogenesis 
J	KOG3421	Translation, ribosomal structure and biogenesis 
J	KOG2590	Translation, ribosomal structure and biogenesis 
J	KOG3452	Translation, ribosomal structure and biogenesis 
J	KOG1723	Translation, ribosomal structure and biogenesis 
J	KOG1732	Translation, ribosomal structure and biogenesis 
J	KOG3403	Translation, ribosomal structure and biogenesis 
J	KOG2917	Translation, ribosomal structure and biogenesis 
J	KOG1253	Translation, ribosomal structure and biogenesis 
J	KOG1696	Translation, ribosomal structure and biogenesis 
J	KOG3441	Translation, ribosomal structure and biogenesis 
J	KOG3411	Translation, ribosomal structure and biogenesis 
J	KOG1698	Translation, ribosomal structure and biogenesis 
J	KOG3447	Translation, ribosomal structure and biogenesis 
J	KOG3203	Translation, ribosomal structure and biogenesis 
J	KOG3486	Translation, ribosomal structure and biogenesis 
J	KOG1715	Translation, ribosomal structure and biogenesis 
J	KOG4393	Translation, ribosomal structure and biogenesis 
J	KOG3123	Translation, ribosomal structure and biogenesis 
J	KOG0129	Translation, ribosomal structure and biogenesis 
J	KOG3434	Translation, ribosomal structure and biogenesis 
J	KOG3262	Translation, ribosomal structure and biogenesis 
J	KOG3409	Translation, ribosomal structure and biogenesis 
J	KOG1694	Translation, ribosomal structure and biogenesis 
J	KOG3769	Translation, ribosomal structure and biogenesis 
J	KOG3291	Translation, ribosomal structure and biogenesis 
J	KOG1711	Translation, ribosomal structure and biogenesis 
J	KOG3323	Translation, ribosomal structure and biogenesis 
J	KOG1461	Translation, ribosomal structure and biogenesis 
J	KOG3051	Translation, ribosomal structure and biogenesis 
J	KOG3321	Translation, ribosomal structure and biogenesis 
J	KOG1670	Translation, ribosomal structure and biogenesis 
J	KOG3257	Translation, ribosomal structure and biogenesis 
J	KOG3506	Translation, ribosomal structure and biogenesis 
J	KOG3401	Translation, ribosomal structure and biogenesis 
J	KOG3271	Translation, ribosomal structure and biogenesis 
J	KOG3505	Translation, ribosomal structure and biogenesis 
J	KOG3435	Translation, ribosomal structure and biogenesis 
J	KOG3278	Translation, ribosomal structure and biogenesis 
J	KOG3418	Translation, ribosomal structure and biogenesis 
J	KOG3320	Translation, ribosomal structure and biogenesis 
J	KOG3928	Translation, ribosomal structure and biogenesis 
J	KOG2783	Translation, ribosomal structure and biogenesis 
J	KOG3311	Translation, ribosomal structure and biogenesis 
J	KOG3254	Translation, ribosomal structure and biogenesis 
J	KOG3353	Translation, ribosomal structure and biogenesis 
J	KOG3344	Translation, ribosomal structure and biogenesis 
J	KOG3502	Translation, ribosomal structure and biogenesis 
J	KOG3283	Translation, ribosomal structure and biogenesis 
J	KOG2988	Translation, ribosomal structure and biogenesis 
J	KOG3280	Translation, ribosomal structure and biogenesis 
J	KOG3331	Translation, ribosomal structure and biogenesis 
J	KOG3255	Translation, ribosomal structure and biogenesis 
J	KOG3295	Translation, ribosomal structure and biogenesis 
J	KOG1678	Translation, ribosomal structure and biogenesis 
J	KOG3492	Translation, ribosomal structure and biogenesis 
K	KOG1999	Transcription 
K	KOG2009	Transcription 
K	KOG2389	Transcription 
K	KOG1883	Transcription 
K	KOG1913	Transcription 
K	KOG1857	Transcription 
K	KOG0848	Transcription 
K	KOG1920	Transcription 
K	KOG2578	Transcription 
K	KOG1878	Transcription 
K	KOG1605	Transcription 
K	KOG3616	Transcription 
K	KOG3793	Transcription 
K	KOG3169	Transcription 
K	KOG1034	Transcription 
K	KOG3663	Transcription 
K	KOG2483	Transcription 
K	KOG1927	Transcription 
K	KOG2577	Transcription 
K	KOG0323	Transcription 
K	KOG2588	Transcription 
K	KOG1874	Transcription 
K	KOG1168	Transcription 
K	KOG0871	Transcription 
K	KOG2338	Transcription 
K	KOG2076	Transcription 
K	KOG2136	Transcription 
K	KOG1657	Transcription 
K	KOG1659	Transcription 
K	KOG1926	Transcription 
K	KOG1778	Transcription 
K	KOG2240	Transcription 
K	KOG1828	Transcription 
K	KOG1861	Transcription 
K	KOG1105	Transcription 
K	KOG2261	Transcription 
K	KOG2039	Transcription 
K	KOG2068	Transcription 
K	KOG1601	Transcription 
K	KOG2351	Transcription 
K	KOG3613	Transcription 
K	KOG3924	Transcription 
K	KOG2181	Transcription 
K	KOG4152	Transcription 
K	KOG3562	Transcription 
K	KOG3743	Transcription 
K	KOG1831	Transcription 
K	KOG0849	Transcription 
K	KOG3584	Transcription 
K	KOG3786	Transcription 
K	KOG1875	Transcription 
K	KOG3600	Transcription 
K	KOG1904	Transcription 
K	KOG2097	Transcription 
K	KOG2150	Transcription 
K	KOG2549	Transcription 
K	KOG2169	Transcription 
K	KOG0262	Transcription 
K	KOG2239	Transcription 
K	KOG1932	Transcription 
K	KOG1952	Transcription 
K	KOG3779	Transcription 
K	KOG1534	Transcription 
K	KOG1267	Transcription 
K	KOG1244	Transcription 
K	KOG3802	Transcription 
K	KOG1598	Transcription 
K	KOG2341	Transcription 
K	KOG3559	Transcription 
K	KOG0008	Transcription 
K	KOG1668	Transcription 
K	KOG2393	Transcription 
K	KOG2402	Transcription 
K	KOG2406	Transcription 
K	KOG3582	Transcription 
K	KOG0049	Transcription 
K	KOG3585	Transcription 
K	KOG0051	Transcription 
K	KOG2312	Transcription 
K	KOG1886	Transcription 
K	KOG2482	Transcription 
K	KOG0214	Transcription 
K	KOG3623	Transcription 
K	KOG2494	Transcription 
K	KOG3712	Transcription 
K	KOG0261	Transcription 
K	KOG2576	Transcription 
K	KOG1946	Transcription 
K	KOG2587	Transcription 
K	KOG0384	Transcription 
K	KOG0385	Transcription 
K	KOG3598	Transcription 
K	KOG2593	Transcription 
K	KOG1319	Transcription 
K	KOG3805	Transcription 
K	KOG3806	Transcription 
K	KOG1356	Transcription 
K	KOG3815	Transcription 
K	KOG1474	Transcription 
K	KOG3836	Transcription 
K	KOG2252	Transcription 
K	KOG3862	Transcription 
K	KOG3841	Transcription 
K	KOG1597	Transcription 
K	KOG3794	Transcription 
K	KOG2857	Transcription 
K	KOG3902	Transcription 
K	KOG2043	Transcription 
K	KOG3915	Transcription 
K	KOG3560	Transcription 
K	KOG3960	Transcription 
K	KOG3046	Transcription 
K	KOG0844	Transcription 
K	KOG3074	Transcription 
K	KOG3095	Transcription 
K	KOG3104	Transcription 
K	KOG0850	Transcription 
K	KOG3122	Transcription 
K	KOG3149	Transcription 
K	KOG0973	Transcription 
K	KOG0921	Transcription 
K	KOG0919	Transcription 
K	KOG1015	Transcription 
K	KOG3218	Transcription 
K	KOG2558	Transcription 
K	KOG1079	Transcription 
K	KOG1083	Transcription 
K	KOG0263	Transcription 
K	KOG3297	Transcription 
K	KOG3298	Transcription 
K	KOG3302	Transcription 
K	KOG1142	Transcription 
K	KOG3341	Transcription 
K	KOG3803	Transcription 
K	KOG3804	Transcription 
K	KOG2952	Transcription 
K	KOG1513	Transcription 
K	KOG2293	Transcription 
K	KOG3811	Transcription 
K	KOG2356	Transcription 
K	KOG1521	Transcription 
K	KOG2251	Transcription 
K	KOG1548	Transcription 
K	KOG3677	Transcription 
K	KOG1038	Transcription 
K	KOG1561	Transcription 
K	KOG1123	Transcription 
K	KOG2906	Transcription 
K	KOG1634	Transcription 
K	KOG2354	Transcription 
K	KOG2074	Transcription 
K	KOG1080	Transcription 
K	KOG3561	Transcription 
K	KOG3563	Transcription 
K	KOG2807	Transcription 
K	KOG3576	Transcription 
K	KOG3471	Transcription 
K	KOG2434	Transcription 
K	KOG3586	Transcription 
K	KOG3152	Transcription 
K	KOG4283	Transcription 
K	KOG2478	Transcription 
K	KOG4439	Transcription 
K	KOG0215	Transcription 
K	KOG0526	Transcription 
K	KOG0260	Transcription 
K	KOG4333	Transcription 
K	KOG1037	Transcription 
K	KOG3766	Transcription 
K	KOG4466	Transcription 
K	KOG4117	Transcription 
K	KOG0659	Transcription 
K	KOG2652	Transcription 
K	KOG2496	Transcription 
K	KOG3390	Transcription 
K	KOG1318	Transcription 
K	KOG1414	Transcription 
K	KOG3400	Transcription 
K	KOG1510	Transcription 
K	KOG3405	Transcription 
K	KOG3835	Transcription 
K	KOG3427	Transcription 
K	KOG2821	Transcription 
K	KOG3463	Transcription 
K	KOG3667	Transcription 
K	KOG4512	Transcription 
K	KOG2294	Transcription 
K	KOG3507	Transcription 
K	KOG3901	Transcription 
K	KOG3517	Transcription 
K	KOG0794	Transcription 
K	KOG0842	Transcription 
K	KOG2773	Transcription 
K	KOG3993	Transcription 
K	KOG0014	Transcription 
K	KOG2424	Transcription 
K	KOG0048	Transcription 
K	KOG3119	Transcription 
K	KOG4083	Transcription 
K	KOG4086	Transcription 
K	KOG2462	Transcription 
K	KOG3168	Transcription 
K	KOG2473	Transcription 
K	KOG3213	Transcription 
K	KOG0216	Transcription 
K	KOG3219	Transcription 
K	KOG4210	Transcription 
K	KOG2626	Transcription 
K	KOG4215	Transcription 
K	KOG2633	Transcription 
K	KOG4217	Transcription 
K	KOG4218	Transcription 
K	KOG3334	Transcription 
K	KOG0483	Transcription 
K	KOG4572	Transcription 
K	KOG3374	Transcription 
K	KOG1620	Transcription 
K	KOG2680	Transcription 
K	KOG2712	Transcription 
K	KOG3391	Transcription 
K	KOG1522	Transcription 
K	KOG2746	Transcription 
K	KOG3423	Transcription 
K	KOG2038	Transcription 
K	KOG0627	Transcription 
K	KOG2845	Transcription 
K	KOG0709	Transcription 
K	KOG4786	Transcription 
K	KOG0774	Transcription 
K	KOG3910	Transcription 
K	KOG1131	Transcription 
K	KOG4594	Transcription 
K	KOG0837	Transcription 
K	KOG3047	Transcription 
K	KOG4571	Transcription 
K	KOG4661	Transcription 
K	KOG4577	Transcription 
K	KOG4011	Transcription 
K	KOG4673	Transcription 
K	KOG0869	Transcription 
K	KOG0870	Transcription 
K	KOG0147	Transcription 
K	KOG2868	Transcription 
K	KOG4167	Transcription 
K	KOG0963	Transcription 
K	KOG4183	Transcription 
K	KOG3227	Transcription 
K	KOG3233	Transcription 
K	KOG1081	Transcription 
K	KOG0025	Transcription 
K	KOG4124	Transcription 
K	KOG1084	Transcription 
K	KOG3701	Transcription 
K	KOG0392	Transcription 
K	KOG1194	Transcription 
K	KOG2656	Transcription 
K	KOG0485	Transcription 
K	KOG0484	Transcription 
K	KOG3398	Transcription 
K	KOG2691	Transcription 
K	KOG3404	Transcription 
K	KOG0512	Transcription 
K	KOG0561	Transcription 
K	KOG0570	Transcription 
K	KOG3438	Transcription 
K	KOG2829	Transcription 
K	KOG3490	Transcription 
K	KOG3898	Transcription 
K	KOG3497	Transcription 
K	KOG0386	Transcription 
K	KOG1063	Transcription 
K	KOG0773	Transcription 
K	KOG2959	Transcription 
K	KOG2487	Transcription 
K	KOG1082	Transcription 
K	KOG3982	Transcription 
K	KOG0015	Transcription 
K	KOG1472	Transcription 
K	KOG1649	Transcription 
K	KOG0668	Transcription 
K	KOG0067	Transcription 
K	KOG4785	Transcription 
K	KOG0155	Transcription 
K	KOG4797	Transcription 
K	KOG0939	Transcription 
K	KOG3265	Transcription 
K	KOG1500	Transcription 
K	KOG2598	Transcription 
K	KOG4214	Transcription 
K	KOG3248	Transcription 
K	KOG3755	Transcription 
K	KOG4216	Transcription 
K	KOG1001	Transcription 
K	KOG2151	Transcription 
K	KOG4282	Transcription 
K	KOG2905	Transcription 
K	KOG4274	Transcription 
K	KOG2907	Transcription 
K	KOG2664	Transcription 
K	KOG2345	Transcription 
K	KOG4336	Transcription 
K	KOG2683	Transcription 
K	KOG2744	Transcription 
K	KOG0387	Transcription 
K	KOG0620	Transcription 
K	KOG2355	Transcription 
K	KOG0666	Transcription 
K	KOG1967	Transcription 
K	KOG4005	Transcription 
K	KOG4362	Transcription 
K	KOG3092	Transcription 
K	KOG4479	Transcription 
K	KOG4522	Transcription 
K	KOG4560	Transcription 
K	KOG0843	Transcription 
K	KOG4565	Transcription 
K	KOG0847	Transcription 
K	KOG3558	Transcription 
K	KOG2814	Transcription 
K	KOG1473	Transcription 
K	KOG4795	Transcription 
K	KOG3473	Transcription 
K	KOG2461	Transcription 
K	KOG3732	Transcription 
K	KOG4796	Transcription 
K	KOG4134	Transcription 
K	KOG2535	Transcription 
K	KOG4196	Transcription 
K	KOG4552	Transcription 
K	KOG2570	Transcription 
K	KOG0528	Transcription 
K	KOG1074	Transcription 
K	KOG3949	Transcription 
K	KOG1499	Transcription 
K	KOG4073	Transcription 
K	KOG3863	Transcription 
K	KOG4477	Transcription 
K	KOG4495	Transcription 
K	KOG4284	Transcription 
K	KOG0486	Transcription 
K	KOG4309	Transcription 
K	KOG4161	Transcription 
K	KOG0132	Transcription 
K	KOG4319	Transcription 
K	KOG2684	Transcription 
K	KOG4385	Transcription 
K	KOG4447	Transcription 
K	KOG4395	Transcription 
K	KOG2832	Transcription 
K	KOG4430	Transcription 
K	KOG1827	Transcription 
K	KOG1905	Transcription 
K	KOG4109	Transcription 
K	KOG2929	Transcription 
K	KOG4304	Transcription 
K	KOG0775	Transcription 
K	KOG0487	Transcription 
K	KOG4029	Transcription 
K	KOG2642	Transcription 
K	KOG3001	Transcription 
K	KOG4168	Transcription 
K	KOG2682	Transcription 
K	KOG4468	Transcription 
K	KOG4343	Transcription 
K	KOG4392	Transcription 
K	KOG4501	Transcription 
K	KOG0527	Transcription 
K	KOG4091	Transcription 
L	KOG2795	Replication, recombination and repair 
L	KOG1921	Replication, recombination and repair 
L	KOG2327	Replication, recombination and repair 
L	KOG2851	Replication, recombination and repair 
L	KOG1942	Replication, recombination and repair 
L	KOG3194	Replication, recombination and repair 
L	KOG4762	Replication, recombination and repair 
L	KOG2534	Replication, recombination and repair 
L	KOG2108	Replication, recombination and repair 
L	KOG2543	Replication, recombination and repair 
L	KOG2671	Replication, recombination and repair 
L	KOG2538	Replication, recombination and repair 
L	KOG2299	Replication, recombination and repair 
L	KOG0659	Replication, recombination and repair 
L	KOG2326	Replication, recombination and repair 
L	KOG2095	Replication, recombination and repair 
L	KOG1929	Replication, recombination and repair 
L	KOG2373	Replication, recombination and repair 
L	KOG1957	Replication, recombination and repair 
L	KOG1969	Replication, recombination and repair 
L	KOG2875	Replication, recombination and repair 
L	KOG2134	Replication, recombination and repair 
L	KOG2475	Replication, recombination and repair 
L	KOG2520	Replication, recombination and repair 
